time,num,Longitude,Latitude,Altitude,Pitch,Yaw,Roll,VelocityX,VelocityY,VelocityZ,BatteryVolts,GPSFix,NumberOfSatellites,ID,Interval(sec),Transfer(MBytes),Bandwidth(MBits/sec)
2026-01-29 13:44:44.776981,103.0000000000,-78.6988086000,35.7278389000,24.9930000000,-0.0727797002,0.0011040366,-0.3108654916,0.5100000000,-2.0400000000,-0.0100000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,1.1800211274,8.3873481225
2026-01-29 13:44:45.782713,104.0000000000,-78.6988433000,35.7278458000,25.0020000000,-0.0586389527,-0.0038566568,-0.2838099599,1.0200000000,-4.2100000000,-0.0100000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,1.3207834328,10.9992765707
2026-01-29 13:44:46.787822,105.0000000000,-78.6988930000,35.7278555000,25.0020000000,-0.0366982110,-0.0095122568,-0.2210323662,1.1300000000,-4.7200000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,1.2403391135,10.0831777743
2026-01-29 13:44:47.789737,106.0000000000,-78.6989469000,35.7278659000,24.9980000000,-0.0346478447,-0.0095581263,-0.2154006660,1.1500000000,-4.8900000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,1.4272078690,8.8767075406
2026-01-29 13:44:48.790827,107.0000000000,-78.6990016000,35.7278763000,24.9980000000,-0.0351230465,-0.0100829173,-0.2120551914,1.1700000000,-4.9600000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,1.4567036216,8.2266674059
2026-01-29 13:44:49.811925,108.0000000000,-78.6990624000,35.7278878000,24.9980000000,-0.0336792395,-0.0093991822,-0.2033929527,1.1700000000,-4.9400000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,1.6601638269,6.7649743315
2026-01-29 13:44:51.746810,109.0000000000,-78.6991660000,35.7279075000,25.0010000000,-0.0335663110,-0.0100703901,-0.1993693411,1.1700000000,-4.8800000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,1.3505140350,6.9516219281
2026-01-29 13:44:52.748663,110.0000000000,-78.6992197000,35.7279178000,25.0020000000,-0.0345710963,-0.0101137934,-0.2039185017,1.1700000000,-4.8700000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,180.6810092038,6.3025240563
2026-01-29 13:44:53.750520,111.0000000000,-78.6992736000,35.7279282000,25.0020000000,-0.0348257534,-0.0103564886,-0.2041628659,1.1700000000,-4.8800000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,860.7756559097,0.0127206864
2026-01-29 13:44:54.752070,112.0000000000,-78.6993271000,35.7279385000,25.0020000000,-0.0352220982,-0.0094155474,-0.2081280053,1.1800000000,-4.9000000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,889.9791070270,0.0175011761
2026-01-29 13:44:55.753390,113.0000000000,-78.6993814000,35.7279489000,25.0040000000,-0.0333315916,-0.0106356423,-0.2010915428,1.1700000000,-4.9000000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,625.8795142175,1.9628174763
2026-01-29 13:44:56.755683,114.0000000000,-78.6994352000,35.7279593000,25.0040000000,-0.0337034501,-0.0098472247,-0.2038515061,1.1700000000,-4.8800000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,1.2343839126,8.9673255908
2026-01-29 13:44:57.761867,115.0000000000,-78.6994893000,35.7279697000,25.0040000000,-0.0324962027,-0.0105127282,-0.2002540231,1.1700000000,-4.8800000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,1.3379679746,8.7193106360
2026-01-29 13:44:58.763470,116.0000000000,-78.6995429000,35.7279800000,25.0040000000,-0.0340848938,-0.0099720312,-0.2052689046,1.1600000000,-4.8700000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,1.6559010937,8.3564073772
